,<pos_x>,<pos_y>,<pos_z>
7810,32.350548,131.91441,59.180587
7820,33.820615,131.9897,55.329193
7830,35.290682,132.06499,51.477799
7840,37.753568,132.12901,47.745495
7850,40.216454,132.19303,44.013191
7860,43.552847,132.22414,41.392598
7870,46.015733,132.28816,37.660294
7880,50.217025,131.28666,36.128584
7890,53.553418,131.31777,33.507991
7900,57.75471,130.31628,31.976281
7910,61.828081,128.29344,31.414363
7920,66.647039,125.21635,32.93395
7930,71.338077,121.11792,35.423329
7940,76.774702,115.96524,39.994212
7950,79.744551,114.93174,40.328654
7960,82.723008,114.89793,40.685924
7970,85.948697,115.90711,39.08078
7980,89.174386,116.91628,37.475636
7990,92.408684,118.92516,35.893321
8000,95.642981,120.93404,34.311005
8010,99.870098,122.93164,32.847779
8020,103.96929,123.90791,32.354347
8030,106.95636,124.87381,32.734445
8040,110.80832,124.8071,34.203426
8050,114.6689,125.74009,35.695235
8060,118.64017,125.69501,36.171595
8070,121.38,125.61793,38.514107
8080,125.11266,125.52958,40.975709
8090,126.74036,125.44212,44.191752
8100,129.48019,125.36504,46.534264
8110,130.97997,124.25624,50.7201
8120,132.59907,123.16909,53.913315
8130,134.22677,123.08163,57.129358
8140,135.85447,122.99418,60.345401
8150,138.47499,122.89546,63.680534
8160,140.1113,123.80771,66.919405
8170,142.74904,125.70839,70.300194
8180,144.25743,125.59929,74.508858
8190,145.89374,126.51154,77.747729
8200,146.40931,126.41372,81.837303
8210,145.92345,125.32746,85.784959
8220,145.44621,125.2409,89.755443
8230,144.96896,125.15435,93.725927
8240,142.49746,124.09062,97.435403
8250,142.02022,124.00407,101.40589
8260,140.55015,123.92878,105.25728
8270,138.08726,123.86476,108.98959
8280,135.73508,122.82268,111.70644
8290,134.38433,122.76903,114.56521
8300,131.04793,122.73792,117.18581
8310,128.69575,121.69583,119.90266
8320,125.35075,120.66502,122.50043
8330,122.13367,120.65555,124.1284
8340,118.79728,120.62443,126.74899
8350,116.4537,120.58205,129.48867
8360,113.23662,120.57258,131.11665
8370,110.13885,120.58475,131.752
8380,105.92034,119.58684,133.23805
8390,102.82257,119.59901,133.8734
8400,98.731987,119.62244,134.38966
8410,95.625609,118.63491,135.00218
8420,91.535021,118.65834,135.51845
8430,88.556564,118.69215,135.16118
8440,84.465976,118.71558,135.67744
8450,81.487519,118.74938,135.32017
8460,77.516243,118.79446,134.84381
8470,73.434264,119.81759,135.3829
8480,70.575119,119.87304,134.03301
8490,66.603843,119.91811,133.55665
8500,62.760487,120.98453,132.11049
8510,59.901342,121.03997,130.7606
8520,56.049378,121.10668,129.29162
8530,53.309545,121.18377,126.94911
8540,50.57832,122.26055,124.62942
8550,46.726356,122.32727,123.16044
8560,44.105835,122.42599,119.82531
8570,41.366002,122.50307,117.4828
8580,38.754089,123.6015,114.17049
8590,36.133568,123.70022,110.83536
8600,34.505866,123.78767,107.61932
8610,32.886773,124.87483,104.4261
8620,30.266252,124.97355,101.09097
8630,28.76647,126.08235,96.905134
8640,28.131587,126.15853,93.808181
8650,26.623197,126.26763,89.599517
8660,26.107626,126.36545,85.509943
8670,26.584874,126.45201,81.539459
8680,25.085092,127.5608,77.353623
8690,25.69026,128.6687,72.413347
8700,26.167508,128.75526,68.442863
8710,26.644756,128.84181,64.472379
8720,28.114823,128.9171,60.620985
8730,29.593499,129.99209,56.792419
8740,31.054957,129.06768,52.918197
8750,33.526452,130.1314,49.208721
8760,34.996519,130.20669,45.357327
8770,37.459405,130.27071,41.625023
8780,39.922291,130.33473,37.892719
8790,43.377996,130.38748,34.279505
8800,46.714389,130.41859,31.658912
8810,50.91568,129.41709,30.127202
8820,55.116972,128.41559,28.595491
8830,59.198952,127.39246,28.056402
8840,63.400244,126.39096,26.524692
8850,68.09989,123.29223,29.036899
8860,73.536514,118.13956,33.607782
8870,77.98032,112.99815,38.059575
8880,80.830857,111.943,39.386638
8890,83.928626,111.93084,38.751287
8900,87.154315,112.94001,37.146143
8910,90.388613,114.94889,35.563828
8920,93.614302,115.95806,33.958684
8930,97.969339,118.97701,31.525666
8940,101.07572,119.96455,30.913143
8950,105.17491,120.94082,30.41971
8960,109.1548,121.89544,30.918898
8970,113.13468,122.85007,31.418086
8980,116.98664,122.78336,32.887067
8990,119.72648,122.70628,35.229579
9000,123.58705,123.63927,36.721389
9010,126.32688,123.56218,39.063901
9020,128.9474,123.46346,42.399034
9030,131.55932,122.36504,45.711338
9040,133.17841,121.27788,48.904553
9050,134.80611,121.19043,52.120596
9060,136.43381,121.10297,55.336639
9070,138.05291,120.01582,58.529854
9080,140.68204,120.91679,61.887815
9090,143.31978,122.81748,65.268605
9100,147.06104,123.72883,67.753035
9110,149.57085,124.60817,72.103617
9120,150.09503,125.51004,76.216019
9130,150.6106,125.41222,80.305593
9140,150.12475,124.32596,84.253249
9150,149.6475,124.2394,88.223733
9160,149.17025,124.15285,92.194217
9170,147.69158,123.07786,96.022783
9180,146.22151,123.00257,99.874177
9190,144.74283,121.92758,103.70274
9200,143.27277,121.85229,107.55414
9210,140.80988,121.78827,111.28644
9220,138.4577,120.74619,114.0033
9230,135.99481,120.68217,117.7356
9240,132.76912,119.673,119.34074
9250,130.30624,119.60898,123.07305
9260,127.08916,119.5995,124.70102
9270,123.86347,118.59033,126.30616
9280,120.63778,117.58115,127.91131
9290,117.30138,117.55004,130.5319
9300,114.95781,117.50766,133.27158
9310,111.74073,117.49819,134.89955
9320,107.65014,117.52162,135.41582
9330,104.54376,116.53409,136.02834
9340,100.33386,116.53588,137.53722
9350,97.355407,116.56969,137.17995
9360,93.25621,115.59342,137.67338
9370,90.277753,115.62722,137.31611
9380,86.187165,115.65066,137.83237
9390,83.217317,116.68417,137.49793
9400,79.237432,115.72954,136.99874
9410,75.155453,116.75267,137.53783
9420,72.176996,116.78648,137.18056
9430,68.325032,116.85319,135.71158
9440,64.473068,116.9199,134.2426
9450,61.503219,117.95341,133.90816
9460,57.651255,118.02012,132.43918
9470,54.911422,118.09721,130.09667
9480,51.059458,118.16392,128.62769
9490,48.328233,119.24071,126.308
9500,45.5884,119.31779,123.96549
9510,41.855748,119.40614,121.50389
9520,40.228046,119.4936,118.28785
9530,37.496822,120.57038,115.96816
9540,34.876301,120.6691,112.63303
9550,32.25578,120.76783,109.2979
9560,30.636686,121.85498,106.10468
9570,29.008984,121.94244,102.88864
9580,27.500594,122.05153,98.679973
9590,25.8815,123.13869,95.486759
9600,24.381718,124.24748,91.300923
9610,22.873328,124.35657,87.092259
9620,22.357757,124.4544,83.002685
9630,22.835005,124.54095,79.032201
9640,21.454536,125.67139,73.853744
9650,21.931784,125.75795,69.88326
9660,23.410459,126.83294,66.054694
9670,23.887707,126.91949,62.08421
9680,25.477086,127.01642,57.240195
9690,26.938545,126.09201,53.365973
9700,29.410039,127.15573,49.656497
9710,30.880106,127.23101,45.805103
9720,33.342992,127.29503,42.072799
9730,35.805878,127.35905,38.340495
9740,38.149452,127.40143,35.600812
9750,41.613765,128.45389,32.010426
9760,45.06947,128.50664,28.397212
9770,48.286551,128.51611,26.76924
9780,52.479235,126.51491,25.214702
9790,56.689135,126.51312,23.70582
9800,61.763933,125.47871,23.285821
9810,65.717993,123.43423,23.716524
9820,70.536951,120.35715,25.236111
9830,75.854264,115.18283,30.799615
9840,80.178757,110.01978,36.244029
9850,83.029294,108.96464,37.571092
9860,86.254983,109.97381,35.965948
9870,89.36136,110.96135,35.353425
9880,92.58705,111.97052,33.748281
9890,95.821347,113.9794,32.165966
9900,100.16778,115.99865,29.710119
9910,103.28276,117.98589,29.120424
9920,107.37335,117.96245,28.604163
9930,111.36184,119.91678,29.12618
9940,115.21381,119.85007,30.595161
9950,119.18508,119.805,31.071521
9960,122.92634,120.71635,33.555951
9970,125.66618,120.63926,35.898463
9980,128.40601,120.56218,38.240975
9990,131.01792,119.46375,41.55328
10000,132.64562,119.3763,44.769323
10010,135.37685,118.29952,47.089007
10020,137.00455,118.21206,50.30505
10030,139.62507,118.11334,53.640183
10040,141.25277,118.02588,56.856226
10050,143.8819,118.92686,60.214187
10060,148.62459,120.82665,62.840535
10070,150.2609,121.7389,66.079406
10080,152.77072,122.61824,70.429989
10090,154.27911,122.50914,74.638653
10100,154.80329,123.41102,78.751055
10110,154.31743,122.32476,82.698711
10120,154.833,122.22694,86.788285
10130,154.23644,122.11874,91.75139
10140,152.76637,122.04345,95.602784
10150,151.2877,120.96846,99.431349
10160,148.8162,119.90474,103.14083
10170,147.34614,119.82945,106.99222
10180,144.88325,119.76543,110.72452
10190,143.52389,118.71208,113.56047
10200,140.06818,118.65933,117.17368
10210,137.72461,118.61695,119.91336
10220,135.37243,117.57487,122.63022
10230,132.03603,117.54376,125.25081
10240,128.69103,116.51294,127.84858
10250,125.46534,115.50377,129.45372
10260,121.36615,114.5275,129.94715
10270,118.02975,114.49639,132.56775
10280,115.69479,115.45371,135.33026
10290,112.58841,114.46617,135.94278
10300,108.37851,114.46797,137.45166
10310,105.28074,114.48014,138.08701
10320,101.19015,114.50357,138.60328
10330,98.083777,113.51603,139.2158
10340,93.993189,113.53947,139.73206
10350,91.014732,113.57327,139.37479
10360,86.924144,113.59671,139.89105
10370,83.945687,113.63051,139.53378
10380,79.974411,113.67559,139.05742
10390,76.003135,113.72066,138.58106
10400,72.905366,113.73283,139.21641
10410,69.053402,113.79954,137.74743
10420,66.074945,113.83334,137.39016
10430,62.231589,114.89976,135.94401
10440,58.379625,114.96647,134.47503
10450,55.52048,115.02192,133.12514
10460,51.668516,115.08863,131.65615
10470,48.937291,116.16541,129.33647
10480,46.197458,116.2425,126.99396
10490,42.464806,116.33085,124.53236
10500,39.724973,116.40793,122.18984
10510,37.104452,116.50666,118.85471
10520,35.366047,117.57217,116.65412
10530,32.745526,117.67089,113.31898
10540,30.125005,117.76962,109.98385
10550,28.505911,118.85677,106.79064
10560,26.004702,118.97714,102.46288
10570,24.377,119.06459,99.24684
10580,22.877218,120.17338,95.061004
10590,21.249516,120.26084,91.844961
10600,20.742554,121.35837,87.778215
10610,20.226983,121.45619,83.688641
10620,19.711412,121.55401,79.599067
10630,19.323761,122.67318,74.5397
10640,18.80819,122.77101,70.450126
10650,19.285438,122.85756,66.479642
10660,19.890606,123.96546,61.539366
10670,22.353492,124.02948,57.807062
10680,23.823559,124.10477,53.955668
10690,26.277837,123.16908,50.200535
10700,27.756512,124.24407,46.37197
10710,29.345891,124.341,41.527955
10720,31.817385,125.40472,37.818479
10730,34.280271,125.46874,34.086175
10740,36.743157,125.53276,30.353871
10750,40.07955,125.56387,27.733278
10760,43.415943,125.59499,25.112685
10770,46.752336,125.6261,22.492092
10780,51.946447,124.61333,21.079472
10790,56.028427,123.5902,20.540382
10800,60.229719,122.5887,19.008672
10810,65.185205,121.53266,19.581294
10820,69.884851,118.43393,22.093501
10830,74.465186,115.31356,25.59833
10840,79.535266,109.09627,33.124248
10850,83.378622,108.02985,34.5704
10860,86.229158,106.97471,35.897463
10870,89.326927,106.96254,35.262112
10880,91.568406,108.98269,33.560707
10890,95.914834,111.00193,31.10486
10900,99.259836,112.03275,28.507095
10910,103.36764,114.00872,28.036491
10920,107.46684,114.98498,27.543058
10930,111.44672,115.93961,28.042246
10940,114.30587,115.88417,29.392137
10950,118.28575,116.8388,29.891325
10960,122.13771,116.77208,31.360306
10970,124.99686,116.71664,32.710197
10980,128.72951,116.62829,35.171799
10990,131.35003,116.52957,38.506932
11000,132.97773,116.44211,41.722975
11010,136.71039,116.35376,44.184577
11020,138.33809,116.26631,47.40062
11030,139.96579,116.17885,50.616663
11040,142.58631,116.08013,53.951796
11050,144.21401,115.99268,57.167839
11060,148.9567,117.89246,59.794188
11070,152.69796,118.80381,62.278618
11080,155.20778,119.68315,66.6292
11090,156.84409,120.5954,69.868071
11100,158.36109,121.48601,74.099563
11110,158.75735,121.36654,79.181758
11120,159.26431,120.26902,83.248504
11130,158.78706,120.18246,87.218988
11140,157.18907,119.08583,92.040175
11150,156.71183,118.99927,96.010659
11160,155.24176,118.92399,99.862053
11170,152.77887,118.85997,103.59436
11180,151.3002,117.78498,107.42292
11190,148.83731,117.72096,111.15523
11200,147.35864,116.64597,114.98379
11210,144.02224,116.61485,117.60439
11220,141.55075,115.55113,121.31386
11230,138.32506,114.54196,122.91901
11240,134.86935,114.48921,126.53222
11250,131.65227,114.47973,128.16019
11260,129.30009,113.43765,130.87705
11270,125.08158,112.43974,132.3631
11280,120.98239,111.46348,132.85653
11290,118.64742,112.4208,135.61904
11300,115.31103,112.38969,138.23964
11310,112.21326,112.40185,138.87499
11320,107.99475,111.40395,140.36104
11330,104.89698,111.41611,140.99639
11340,100.80639,111.43955,141.51265
11350,96.826509,110.48492,141.01347
11360,93.72874,110.49708,141.64882
11370,89.757464,110.54216,141.17246
11380,86.659695,110.55432,141.80781
11390,82.688419,110.5994,141.33145
11400,79.709962,110.6332,140.97418
11410,75.738686,110.67828,140.49782
11420,71.76741,110.72335,140.02146
11430,68.788953,110.75716,139.66419
11440,64.817677,110.80223,139.18783
11450,62.077844,110.87931,136.84532
11460,58.115176,111.92409,136.39178
11470,54.263212,111.9908,134.9228
11480,51.404067,112.04624,133.57291
11490,48.664234,112.12333,131.2304
11500,44.940191,113.21138,128.79163
11510,42.200358,113.28847,126.44911
11520,39.460525,113.36555,124.1066
11530,36.720692,113.44263,121.76409
11540,34.100171,113.54135,118.42896
11550,32.472469,113.62881,115.21291
11560,28.867737,114.7385,111.78152
11570,27.240035,114.82596,108.56548
11580,25.620941,115.91311,105.37226
11590,23.993239,116.00057,102.15622
11600,21.49203,116.12093,97.828464
11610,20.976459,116.21875,93.73889
11620,18.364546,117.31718,90.426585
11630,17.857584,118.4147,86.35984
11640,17.342013,118.51253,82.270266
11650,16.945754,118.63199,77.188071
11660,16.438791,119.72952,73.121325
11670,15.92322,119.82734,69.031751
11680,16.528388,120.93524,64.091474
11690,17.005636,121.0218,60.12099
11700,18.475703,121.09709,56.269596
11710,21.057901,121.18274,51.544671
11720,23.392867,120.22542,48.78216
11730,24.990854,121.32205,43.960973
11740,26.460921,121.39734,40.109579
11750,28.932416,122.46106,36.400103
11760,31.514614,122.54672,31.675178
11770,33.858188,122.5891,28.935495
11780,37.322501,123.64155,25.345109
11790,40.778206,123.69431,21.731895
11800,44.105991,122.72572,19.088474
11810,48.315891,122.72392,17.579592
11820,52.525791,122.72212,16.07071
11830,56.727082,121.72063,14.539
11840,62.66678,119.65361,15.207884
11850,66.629447,118.60884,15.661415
11860,71.457014,116.53145,17.20383
11870,76.655014,111.3355,23.759955
11880,80.749492,107.12887,31.212439
11890,84.464928,105.04112,33.628385
11900,87.315464,103.98597,34.955448
11910,90.293921,103.95217,35.312718
11920,93.519611,104.96134,33.707574
11930,97.120453,108.03484,29.170223
11940,101.46688,110.05409,26.714377
11950,104.57326,111.04162,26.101854
11960,108.55314,111.99625,26.601042
11970,112.40511,111.92954,28.070023
11980,115.26425,111.87409,29.419914
11990,119.11622,111.80738,30.888895
12000,123.0961,112.76201,31.388083
12010,126.95667,113.695,32.879893
12020,129.81582,113.63955,34.229784
12030,132.55565,113.56247,36.572296
12040,135.17617,113.46375,39.907429
12050,137.916,113.38666,42.249941
12060,140.53653,113.28794,45.585074
12070,143.15705,113.18922,48.920207
12080,143.79193,113.11303,52.01716
12090,147.40527,113.00304,55.471383
12100,152.14796,114.90283,58.097731
12110,154.90501,116.82515,60.485899
12120,158.40764,117.69322,64.955572
12130,160.03534,117.60576,68.171615
12140,162.54516,118.4851,72.522197
12150,162.94142,118.36564,77.604392
12160,163.45699,118.26782,81.693966
12170,161.86761,118.17089,86.537981
12180,161.38176,117.08463,90.485637
12190,160.90451,116.99807,94.456121
12200,159.31513,116.90115,99.300136
12210,157.83645,115.82616,103.1287
12220,155.37357,115.76214,106.86101
12230,153.9035,115.68685,110.7124
12240,151.43201,114.62313,114.42188
12250,148.96051,113.55941,118.13135
12260,145.62412,113.52829,120.75194
12270,142.27912,112.49748,123.34971
12280,139.93554,112.4551,126.08939
12290,136.59054,111.42429,128.68716
12300,132.38064,111.42608,130.19604
12310,130.02846,110.384,132.91289
12320,125.81856,110.38579,134.42178
12330,121.71936,109.40953,134.91521
12340,118.38297,109.37841,137.5358
12350,116.15871,109.35767,139.28286
12360,111.94881,109.35947,140.79175
12370,108.84243,108.37193,141.40427
12380,104.63253,108.37373,142.91315
12390,101.65408,108.40753,142.55588
12400,97.554879,107.43127,143.04931
12410,94.45711,107.44343,143.68466
12420,90.485834,107.48851,143.2083
12430,86.514558,107.53358,142.73194
12440,83.416789,107.54574,143.36729
12450,79.445513,107.59082,142.89093
12460,76.467056,107.62462,142.53366
12470,72.49578,107.6697,142.0573
12480,68.524504,107.71477,141.58094
12490,65.665359,107.77022,140.23105
12500,61.694083,107.81529,139.75469
12510,58.95425,107.89237,137.41218
12520,54.991582,108.93715,136.95865
12530,52.132437,108.99259,135.60876
12540,48.399785,109.08094,133.14716
12550,45.659952,109.15803,130.80464
12560,42.920119,109.23511,128.46213
12570,39.196076,110.32316,126.02336
12580,36.456243,110.40025,123.68085
12590,34.828541,110.4877,120.4648
12600,31.095889,110.57605,118.0032
12610,29.476795,111.66321,114.80999
12620,26.856274,111.76193,111.47485
12630,25.228572,111.84939,108.25881
12640,22.608051,111.94811,104.92368
12650,21.099661,112.0572,100.71501
12660,19.480567,113.14436,97.5218
12670,17.972177,113.25345,93.313136
12680,16.353084,114.34061,90.119921
12690,15.837513,114.43843,86.030347
12700,14.337731,115.54723,81.844511
12710,13.941472,115.66669,76.762316
12720,14.41872,115.75325,72.791832
12730,12.918938,116.86204,68.605996
12740,13.524106,117.96994,63.665719
12750,14.001354,118.0565,59.695235
12760,16.574944,117.14245,54.947482
12770,18.045011,117.21774,51.096088
12780,19.523686,118.29273,47.267522
12790,21.986572,118.35675,43.535218
12800,24.449458,118.42077,39.802914
12810,26.038837,118.5177,34.958899
12820,28.501723,118.58172,31.226595
12830,30.973218,119.64544,27.51712
12840,33.436104,119.70946,23.784816
12850,36.900417,120.76191,20.19443
12860,41.221021,119.78205,17.670099
12870,44.557414,119.81317,15.049506
12880,48.886626,119.83301,12.548003
12890,53.087917,118.83151,11.016292
12900,58.043404,117.77547,11.588914
12910,63.118203,116.74106,11.168915
12920,68.07369,115.68502,11.741537
12930,72.790552,114.5857,14.299401
12940,77.490198,111.48697,16.811608
12950,81.95511,104.16178,29.277803
12960,85.551234,102.05238,32.686369
12970,88.410379,101.99694,34.03626
12980,91.260916,100.94179,35.363323
12990,93.365866,100.94089,34.608882
13000,98.334679,106.06744,27.258415
13010,101.44106,107.05498,26.645892
13020,105.65096,107.05318,25.13701
13030,109.51153,107.98617,26.628819
13040,112.37067,107.93073,27.97871
13050,115.22982,107.87528,29.328601
13060,119.2097,108.82991,29.82779
13070,123.06167,108.7632,31.296771
13080,125.92081,108.70776,32.646662
13090,130.89352,109.65112,33.26494
13100,133.64196,110.57373,35.63028
13110,136.38179,110.49665,37.972792
13120,139.00231,110.39793,41.307925
13130,141.74214,110.32085,43.650437
13140,143.36985,110.23339,46.86648
13150,144.86963,109.1246,51.052316
13160,147.49015,109.02587,54.387449
13170,152.36076,111.947,56.044004
13180,155.9827,112.83671,59.521056
13190,159.60465,113.72642,62.998107
13200,162.23378,114.6274,66.356068
13210,164.7436,115.50674,70.70665
13220,166.25199,115.39765,74.915314
13230,167.76038,115.28855,79.123978
13240,167.16382,115.18036,84.087083
13250,166.56726,115.07216,89.050188
13260,165.08858,113.99717,92.878754
13270,164.49202,113.88898,97.841859
13280,162.02914,113.82496,101.57416
13290,160.55046,112.74997,105.40273
13300,157.96826,112.66431,110.12765
13310,156.4982,112.58902,113.97905
13320,154.0267,111.5253,117.68852
13330,150.69031,111.49419,120.30912
13340,147.34531,110.46337,122.90688
13350,143.881,109.41092,126.49727
13360,140.66391,109.40145,128.12524
13370,137.31891,108.37063,130.723
13380,134.09322,107.36146,132.32815
13390,130.75683,107.33035,134.94874
13400,127.53975,107.32087,136.57671
13410,123.32124,106.32297,138.06277
13420,119.22205,105.3467,138.5562
13430,115.89426,106.31529,141.19962
13440,112.67718,106.30582,142.82759
13450,109.5708,105.31828,143.44012
13460,105.3609,105.32008,144.949
13470,102.38245,105.35388,144.59173
13480,98.291858,105.37731,145.10799
13490,94.192661,104.40105,145.60142
13500,91.214204,104.43485,145.24415
13510,87.242928,104.47993,144.76779
13520,84.264471,104.51373,144.41052
13530,80.173883,104.53717,144.92678
13540,76.202607,104.58224,144.45042
13550,73.22415,104.61604,144.09315
13560,69.372186,104.68276,142.62417
13570,66.393729,104.71656,142.2669
13580,62.541765,104.78328,140.79792
13590,59.563308,104.81708,140.44065
13600,55.711344,104.88379,138.97167
13610,52.860808,105.93894,137.64461
13620,49.128156,106.02729,135.183
13630,45.276192,106.094,133.71402
13640,42.544967,107.17079,131.39434
13650,39.805134,107.24787,129.05183
13660,37.056693,106.32525,126.68649
13670,34.44478,107.42368,123.37418
13680,32.80847,106.51143,120.13531
13690,29.084426,107.59948,117.69654
13700,27.456724,107.68694,114.48049
13710,24.836203,107.78566,111.14536
13720,23.217109,108.87282,107.95215
13730,21.589407,108.96027,104.7361
13740,18.968886,109.05899,101.40097
13750,17.469104,110.16779,97.215135
13760,15.960714,110.27688,93.006471
13770,14.333012,110.36434,89.790428
13780,12.833231,111.47313,85.604592
13790,12.31766,111.57096,81.515018
13800,10.93719,112.70139,76.336561
13810,10.421619,112.79922,72.246987
13820,11.026787,113.90711,67.306711
13830,10.511216,114.00494,63.217137
13840,12.100595,114.10186,58.373122
13850,13.570662,114.17715,54.521728
13860,15.040729,114.25244,50.670334
13870,16.630108,114.34937,45.826319
13880,19.092994,114.41339,42.094015
13890,20.563061,114.48868,38.242621
13900,23.025947,114.5527,34.510317
13910,25.497442,115.61642,30.800841
13920,28.953147,115.66917,27.187627
13930,31.535345,115.75483,22.462702
13940,34.006839,116.81855,18.753226
13950,37.343232,116.84966,16.132633
13960,41.791756,116.89114,12.638509
13970,46.001656,116.88935,11.129627
13980,50.202948,115.88785,9.5979168
13990,55.277746,114.85345,9.1779176
14000,59.368334,114.83001,8.6616566
14010,64.315213,112.77426,9.2114502
14020,69.270699,111.71822,9.784072
14030,74.106874,110.64054,11.349315
14040,78.576505,108.49824,15.869592
14050,82.543062,103.27027,24.291869
14060,86.76546,100.08499,30.774561
14070,89.496685,99.008203,33.094245
14080,92.466534,97.974696,33.428686
14090,94.33286,97.93052,34.659487
14100,99.173753,102.03573,28.278813
14110,102.39944,103.0449,26.673669
14120,106.61795,104.04281,25.187616
14130,110.58923,103.99774,25.663976
14140,113.44837,103.94229,27.013867
14150,116.31612,104.88655,28.386586
14160,120.2874,104.84148,28.862946
14170,124.14797,105.77446,30.354755
14180,127.99994,105.70775,31.823736
14190,130.85908,105.65231,33.173627
14200,134.71965,106.5853,34.665436
14210,137.45949,106.50821,37.007948
14220,140.19932,106.43113,39.35046
14230,142.82845,107.33211,42.708421
14240,144.44754,106.24495,45.901636
14250,145.94733,105.13616,50.087472
14260,147.58364,106.04841,53.326343
14270,152.43703,106.97013,54.937242
14280,157.0604,108.84827,58.556212
14290,159.68953,109.74925,61.914173
14300,163.31148,110.63896,65.391224
14310,166.93343,111.52867,68.868275
14320,169.44325,112.40801,73.218858
14330,170.95164,112.29892,77.427522
14340,171.34789,112.17946,82.509717
14350,170.75133,112.07126,87.472822
14360,169.16196,111.97433,92.316837
14370,168.6761,110.88808,96.264492
14380,167.08672,110.79115,101.10851
14390,165.61665,110.71586,104.9599
14400,163.02585,109.6305,109.662
14410,160.56296,109.56648,113.3943
14420,158.09147,108.50276,117.10378
14430,155.62858,108.43874,120.83608
14440,152.28358,107.40793,123.43385
14450,148.94719,107.37681,126.05444
14460,145.60218,106.346,128.6522
14470,141.26436,105.32645,131.13088
14480,138.04728,105.31698,132.75885
14490,134.70228,104.28617,135.35662
14500,130.49238,104.28796,136.8655
14510,127.2753,104.27849,138.49347
14520,123.05679,103.28058,139.97952
14530,118.9576,102.30431,140.47296
14540,116.61402,102.26193,143.21264
14550,112.40412,102.26373,144.72152
14560,109.30635,102.2759,145.35687
14570,106.20858,102.28806,145.99222
14580,102.118,102.3115,146.50848
14590,98.0188,101.33523,147.00192
14600,95.040343,101.36903,146.64465
14610,90.949755,101.39247,147.16091
14620,86.978479,101.43754,146.68455
14630,84.000022,101.47135,146.32728
14640,80.028746,101.51642,145.85092
14650,76.930977,101.52859,146.48627
14660,73.079013,101.5953,145.01729
14670,69.107737,101.64037,144.54093
14680,66.12928,101.67418,144.18366
14690,62.277316,101.74089,142.71468
14700,59.418171,101.79634,141.36479
14710,55.566207,101.86305,139.89581
14720,52.707062,101.91849,138.54591
14730,48.863707,102.98491,137.09976
14740,46.004562,103.04035,135.74987
14750,42.27191,103.1287,133.28827
14760,39.532077,103.20579,130.94576
14770,36.792244,103.28287,128.60324
14780,34.171723,103.38159,125.26811
14790,31.43189,103.45868,122.9256
14800,28.811369,103.5574,119.59047
14810,27.192275,104.64455,116.39725
14820,24.571754,104.74328,113.06212
14830,22.944052,104.83073,109.84608
14840,20.323531,104.92945,106.51094
14850,18.704437,106.01661,103.31773
14860,17.196047,106.1257,99.109064
14870,14.575526,106.22443,95.773931
14880,13.075745,107.33322,91.588095
14890,11.567355,107.44231,87.379431
14900,10.067573,108.55111,83.193596
14910,9.5520019,108.64893,79.104022
14920,9.0364309,108.74676,75.014448
14930,7.6559612,109.87719,69.835991
14940,8.1332092,109.96375,65.865507
14950,8.7297692,110.07194,60.902402
14960,10.199836,110.14723,57.051008
14970,11.669903,110.22252,53.199614
14980,13.26789,111.31915,48.378427
14990,14.729349,110.39474,44.504205
15000,17.192235,110.45876,40.771901
15010,19.774433,110.54441,36.046976
15020,22.245927,111.60814,32.3375
15030,23.715994,111.68342,28.486106
15040,26.17888,111.74744,24.753802
15050,29.634585,111.80019,21.140588
15060,33.098899,112.85265,17.550202
15070,36.554604,112.9054,13.936988
15080,40.755895,111.9039,12.405278
15090,44.092288,111.93501,9.784685
15100,48.4215,111.95486,7.283182
15110,53.504907,111.92015,6.886011
15120,58.579706,110.88575,6.4660118
15130,62.661686,109.86261,5.9269226
15140,67.497861,108.78493,7.4921654
15150,72.453347,107.72889,8.0647872
15160,77.050898,106.60792,11.615272
15170,81.392608,103.44428,17.105342
15180,85.495694,100.23736,24.580655
15190,88.963898,97.106624,28.959014
15200,91.695122,96.029838,31.278698
15210,93.561448,95.985662,32.509499
15220,96.420593,95.930218,33.85939
15230,101.00565,97.992744,29.418301
15240,104.23134,99.001919,27.813158
15250,108.57776,101.02117,25.357311
15260,112.54904,100.97609,25.833671
15270,115.40818,100.92065,27.183562
15280,118.26733,100.8652,28.533453
15290,122.24721,101.81983,29.032641
15300,126.09918,101.75312,30.501622
15310,128.96693,102.69738,31.874341
15320,131.70676,102.62029,34.216853
15330,135.55873,102.55358,35.685834
15340,138.29856,102.4765,38.028346
15350,139.92626,102.38904,41.244389
15360,142.54678,102.29032,44.579522
15370,144.17449,102.20287,47.795565
15380,146.79501,102.10415,51.130698
15390,150.53627,103.0155,53.615129
15400,154.27753,103.92685,56.099559
15410,158.01879,104.8382,58.583989
15420,162.63356,105.71664,62.18013
15430,166.2555,106.60635,65.657181
15440,169.87745,107.49606,69.134233
15450,173.38009,108.36413,73.603905
15460,173.78496,109.24437,78.708928
15470,174.29192,108.14684,82.775674
15480,173.69536,108.03865,87.738779
15490,173.0988,107.93045,92.701884
15500,171.50942,107.83353,97.545899
15510,171.03217,107.74697,101.51638
15520,168.44136,106.66161,106.21848
15530,167.96412,106.57505,110.18896
15540,164.50841,106.5223,113.80218
15550,161.91761,105.43694,118.50427
15560,158.58121,105.40583,121.12487
15570,155.1169,104.35337,124.71525
